lamb/microns	Al2O3	Iron0.1%	Iron0.2%	Iron0.5%	Iron1%	Iron2%	Iron5%	Blackbody
27.89	24.58101884821393	24.72171557307122	24.86050689845528	25.269246736828137	25.933980085688596	27.23394621590983	31.194542357216218	88.0583798018857
27.900000000000002	24.587447020580893	24.727767124502197	24.86618376454065	25.273812130151313	25.93673226714356	27.233178641873792	31.183266029646422	88.0609853358987
27.910000000000004	24.5939323776736	24.733876924240345	24.87191991392487	25.278439771597377	25.939551286450328	27.232486336130492	31.172090113785526	88.06358901879963
27.92	24.600474926630664	24.740044974502226	24.8777153439879	25.283129644754386	25.94243710570533	27.23186922055823	31.161014409333443	88.06619085255652
27.930000000000003	24.607074675301675	24.746271278221634	24.88357005289887	25.28788173403984	25.94538968793712	27.23132721816425	31.150038717621168	88.06879083913462
27.94	24.613731632245624	24.75255583909214	24.889484039569677	25.292696024719795	25.948408997116253	27.23086025307412	31.139162841640733	88.07138898049645
27.950000000000003	24.620445806728558	24.758898661520607	24.895457303675094	25.297572502842456	25.951494998119124	27.230468250494326	31.128386585997248	88.07398527860165
27.96	24.627217208721984	24.765299750625346	24.901489845635545	25.302511155320474	25.954647656738327	27.23015113675247	31.117709756920135	88.0765797354072
27.970000000000002	24.63404584890137	24.77175911229332	24.907581666630325	25.30751196984387	25.95786693970509	27.22990883928759	31.107132162263724	88.07917235286729
27.98	24.64093173864361	24.778276753103935	24.9137327685875	25.312574934947857	25.961152814647527	27.22974128662892	31.09665361148163	88.08176313293328
27.990000000000002	24.647874890026184	24.784852680379437	24.919943154167484	25.317700039968226	25.96450525012648	27.229648408391984	31.086273915638152	88.08435207755387
28.000000000000004	24.654875315824878	24.791486902160685	24.926212826820098	25.322887275059934	25.967924215599698	27.229630135291167	31.07599288739054	88.08693918867496
28.01	24.66193302951215	24.798179427212556	24.932541790671678	25.328136631173916	25.971409681425808	27.229686399107493	31.065810340989483	88.08952446823972
28.020000000000003	24.669048045255707	24.804930265014683	24.938930050663796	25.333448100082528	25.974961618880563	27.229817132724264	31.05572609225721	88.09210791818856
28.03	24.676220377916767	24.811739425760006	24.94537761241778	25.338821674356524	25.978580000127874	27.2300222700888	31.04573995859217	88.09468954045917
28.040000000000003	24.683450043048147	24.818606920352476	24.951884482321933	25.344257347347877	25.9822647982301	27.230301746208763	31.035851758969727	88.09726933698656
28.05	24.690737056893333	24.825532760421027	24.958450667492638	25.34975511323807	25.98601598715179	27.23065549719371	31.026061313924515	88.09984730970294
28.060000000000002	24.698081436384278	24.832516958317296	24.965076175802313	25.35531496697824	25.989833541756823	27.231083460188408	31.016368445539833	88.1024234605378
28.070000000000004	24.705483199140293	24.839559527076585	24.971761015817595	25.36093690434441	25.9937174377794	27.23158557341493	31.006772977456293	88.10499779141797
28.080000000000002	24.712942363466503	24.8466604804538	24.978505196857906	25.366620921892498	25.997667651867246	27.23216177614002	30.997274734854123	88.10757030426753
28.090000000000003	24.720458948352032	24.85381983290689	24.985308728970665	25.372367016955963	26.001684161506397	27.23281200869441	30.987873544446664	88.11014100100789
28.1	24.728032973469066	24.861037599625423	24.99217162292996	25.37817518766548	26.00576694510457	27.233536212452023	30.97856923447397	88.11270988355771
28.110000000000003	24.735664459171005	24.86831379646831	24.999093890227297	25.384045432946554	26.00991598194196	27.23433432984335	30.969361634696664	88.11527695383296
28.12	24.74335342649132	24.87564844000812	25.006075543077046	25.38997775248165	26.01413125215571	27.23520630432888	30.96025057639713	88.11784221374701
28.130000000000003	24.751099897142133	24.883041547521575	25.01311659444565	25.395972146765928	26.018412736776916	27.236152080407127	30.951235892385068	88.1204056652104
28.14	24.758903893512905	24.89049313698842	25.020217057996735	25.40202861706908	26.02276041769485	27.237171603640125	30.942317416941318	88.12296731013105
28.150000000000002	24.76676543866894	24.89800322706683	25.027376948089415	25.408147165426207	26.027174277667957	27.238264820585822	30.93349498586169	88.1255271504143
28.160000000000004	24.774684556350362	24.90557183713791	25.03459627983763	25.414327794664867	26.031654300327926	27.239431678847417	30.924768436439585	88.1280851879626
28.17	24.782661270970493	24.913198987258475	25.04187506906309	25.42057050837419	26.03620047016389	27.24067212704623	30.916137607444558	88.13064142467594
28.180000000000003	24.79069560761502	24.92088469819801	25.049213332293473	25.426875310910148	26.04081277252013	27.241986114830084	30.907602339123784	88.13319586245159
28.19	24.79878759204063	24.928628991413902	25.056611086776503	25.433242207430034	26.045491193633982	27.243373592876015	30.8991624732083	88.13574850318406
28.200000000000003	24.80693725067378	24.936431889027823	25.064068350455738	25.43967120383304	26.05023572055945	27.24483451285175	30.890817852891384	88.13829934876533
28.21	24.81514461060933	24.944293413869946	25.07158514201404	25.446162306786807	26.055046341212233	27.24636882745936	30.882568322834498	88.14084840108464
28.220000000000002	24.823409699609783	24.952213589454704	25.07916148081246	25.452715523748218	26.059923044367	27.247976490396862	30.874413729150024	88.14339566202871
28.23	24.83173254610392	24.96019244002596	25.08679738694121	25.45933086289527	26.064865819655836	27.249657456390207	30.866353919391432	88.14594113348147
28.240000000000002	24.84011317918575	24.968229990439834	25.094492881173004	25.466008333213924	26.06987465755202	27.251411681125635	30.858388742579166	88.14848481732429
28.250000000000004	24.848551628613706	24.976326266295125	25.102247985023023	25.472747944430054	26.074949549368096	27.25323912131716	30.850518049159984	88.15102671543592
28.26	24.857047924809073	24.98448129384683	25.110062720670644	25.479549707015334	26.080090487260367	27.2551397346857	30.842741691012737	88.15356682969247
