lamb/microns	Al2O3	Carbon0.1%	Carbon0.2%	Carbon0.5%	Carbon1%	Carbon2%	Carbon5%	Blackbody
16.330000000000002	69.75396284191164	69.74228741712892	69.73181985419995	69.70832035171439	69.692115971429	69.71238800259648	69.96692559187112	82.94840777481855
16.340000000000003	69.67633584055615	69.66536289142357	69.65558663903893	69.63409500951454	69.62103130509495	69.64692146463034	69.91433802886503	82.95589261149425
16.35	69.5993340205077	69.58906038875108	69.57997224132829	69.56047863064693	69.55053857490755	69.582011580959	69.86220546631645	82.96336849009937
16.360000000000003	69.53009696678288	69.52045640910119	69.51199092603437	69.49430382296613	69.48718341121435	69.52368130909711	69.81529953974173	82.97083542661078
16.37	69.4721939641206	69.46308833467344	69.45514861708597	69.43898476846255	69.4342353108954	69.47493740237698	69.77600171998232	82.9782934369676
16.380000000000003	69.42550161598244	69.41683335889067	69.40932310840051	69.3944011180832	69.39157717564959	69.4356696799694	69.74422326353375	82.98574253707136
16.39	69.38990013628617	69.38157227777464	69.37439578819638	69.36043608966983	69.35909542045674	69.40577134041247	69.71987827186955	82.99318274278606
16.400000000000002	69.36527318638406	69.35718932826873	69.35025147863233	69.33697631139759	69.33667982292458	69.3851388216851	69.70288357977775	83.00061406993827
16.41	69.35150772165603	69.34357203605518	69.33677828482433	69.32391167425351	69.32422338115597	69.37367166889871	69.69315864929908	83.00803653431728
16.42	69.34849384698937	69.34061107214812	69.33386745252953	69.32113519286933	69.32162217949208	69.37127240903449	69.69062546885786	83.0154501516752
16.430000000000003	69.35612468055105	69.34820011767619	69.34141323391874	69.32854287415435	69.32877526161276	69.37784643227381	69.6952084572798	83.02285493772703
16.44	69.37429622529211	69.36623573630148	69.3593127608922	69.34603359320306	69.34558451050349	69.39330187949072	69.70683437240064	83.03025090815086
16.450000000000003	69.40290724766668	69.39461725376441	69.38746592543447	69.37350897599423	69.37195453483564	69.41754953550918	69.72543222399143	83.03763807858782
16.46	69.43454650664191	69.42599839887357	69.41859056864561	69.40387410074004	69.40108651011612	69.44433081169652	69.74604140105271	83.04501646464234
16.470000000000002	69.4654610651333	69.45665927869798	69.44899939909193	69.43353685044603	69.42953871614579	69.47047803472944	69.76615088978835	83.05238608188222
16.48	69.49568123864427	69.48662998882186	69.47872229329515	69.46252644993768	69.45733930880776	69.49601727778719	69.78578098902912	83.0597469458387
16.490000000000002	69.52523586523768	69.51593916106	69.50778767752286	69.49087071342157	69.48451509666256	69.52097338481043	69.80495107118858	83.06709907200656
16.500000000000004	69.55415238698795	69.54461404403729	69.53622260750747	69.51859612169153	69.51109161417953	69.54537003645189	69.82367963032726	83.07444247584431
16.51	69.58245692623989	69.5726805786352	69.56405284309162	69.54572789443571	69.53709319034479	69.56922981190783	69.84198432731013	83.08177717277414
16.520000000000003	69.6101743571183	69.60016346874502	69.59130291823509	69.5722900580654	69.56254301304496	69.59257424698795	69.85988203231788	83.0891031781822
16.53	69.6373283726187	69.62708624765312	69.61799620670458	69.59830550937448	69.5874631895148	69.61542388867662	69.87738886487925	83.0964205074186
16.540000000000003	69.6639415475945	69.65347134036996	69.64415498375357	69.62379607532515	69.61187480312736	69.63779834643005	69.89452023159089	83.10372917579761
16.55	69.69003539792949	69.67934012218835	69.66980048407481	69.64878256923218	69.63579796678123	69.65971634043468	69.91129086167791	83.11102919859759
16.560000000000002	69.71563043616243	69.70471297373383	69.6949529562846	69.67328484359557	69.65925187312065	69.68119574703434	69.92771484053766	83.1183205910612
16.57	69.74074622380766	69.72960933274895	69.71963171417782	69.69732183981138	69.68225484180418	69.70225364151733	69.94380564139723	83.12560336839563
16.580000000000002	69.7654014205978	69.75404774283378	69.74385518497377	69.72091163497332	69.70482436402153	69.72290633843936	69.95957615520643	83.13287754577237
16.590000000000003	69.78961383085573	69.77804589934817	69.76764095475501	69.74407148595998	69.72697714444278	69.74316942964627	69.97503871887916	83.14014313832776
